grade,date,subject,learn,book1_grade,book1_subject,book1_serie,book1_interactive,book1_pages,book2_grade,book2_subject,book2_serie,book2_interactive,book2_pages,book3_grade,book3_subject,book3_serie,book3_interactive,book3_pages
3,10/11,es,Escucha a sus compañeros para enriquecer los propios procedimientos para resolver un problema.,,,,,,3,es,socio,,32 y 33,,,,,
3,10/11,art,"Observa distintas manifestaciones artísticas plásticas y visuales en formato bidimensional, para reconocer sus semejanzas y diferencias.",3,art,santillana,,"16, 17, 158 y 159",,,,,,,,,,
3,10/11,cn,"Explica la interacción de los sistemas digestivo, circulatorio y excretor en la nutrición.",3,cn,santillana,,88 y 89,,,,,,3,cn,sep,,28 y 29
3,10/11,lm,"Participa en la realización de tareas conjuntas: proporciona ideas, colabora con otros y cumple con los acuerdos establecidos en el grupo.",3,lm,santillana,,334 y 335,,,,,,3,esp,sep,,206 a 208
3,10/11,vs,"Incorpora en su refrigerio escolar frutas, verduras, cereales enteros e integrales, leguminosas, semillas y alimentos de origen animal, con base en una guía alimentaria.",3,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim3/rdvspbt3e1-gen/index.html,284 y 426,,,,,,,,,,
3,10/12,lm,Identifica y usa juegos de palabras.,3,lm,santillana,,334 a 339,,,,,,3,esp,sep,,"206 a 208, 210 a 212, 214 y 215"
3,10/12,mat,"Desarrolla procedimientos mentales de resta de dígitos y múltiplos de 10 menos un dígito, etc., que faciliten los cálculos de operaciones más complejas.",3,mat,santillana,,50 a 53,3,mat,detectives,,8 y 9,3,mat,sep,,15 a 17
3,10/12,fcye,"Reconoce las capacidades y potencialidades personales que le dotan de singularidad, y que le ayudan a actuar con responsabilidad ante los retos de su entorno.",3,fcye,santillana,,120 y 121,,,,,,3,fcye,sep,,10 a 19
3,10/12,cn,"Explica la interacción de los sistemas digestivo, circulatorio y excretor en la nutrición.",3,cn,santillana,,90 y 91,,,,,,3,cn,sep,,30 y 31
3,10/12,ef,"Explora sus habilidades motrices al participar en situaciones que implican desplazamientos y manejo de diferentes objetos, para adaptarlas a las condiciones que se presentan.",3,ef,santillana,,156 y 157,,,,,,,,,,
3,10/13,mat,Desarrollo de estrategias para el cálculo rápido de los productos de dígitos necesarios al resolver problemas u operaciones.,3,mat,santillana,,54 y 55,3,mat,detectives,,10 y 11,3,mat,sep,,18 a 22
3,10/13,art,Compara piezas artísticas bidimensionales e identifica sus características.,3,art,santillana,,"164, 165, 306 y 307",,,,,,,,,,
3,10/13,cn,"Explica la interacción de los sistemas digestivo, circulatorio y excretor en la nutrición.",3,cn,santillana,,88 y 89,,,,,,3,cn,sep,,28 y 29
3,10/13,lm,"Identifica diferencias entre oralidad y escritura, y el empleo de algunos recursos gráficos para dar sentido a la expresión.",3,lm,santillana,,338 y 339,,,,,,3,esp,sep,,214 y 215
3,10/13,ced,"Reconoce las capacidades y potencialidades personales que le dotan de singularidad, y que le ayudan a actuar con responsabilidad ante los retos de su entorno.",3,ced,santillana,,120 y 121,,,,,,3,fcye,sep,,10 a 19
3,10/14,cn,"Explica la interacción de los sistemas digestivo, circulatorio y excretor en la nutrición.",3,cn,santillana,,88 y 89,,,,,,3,cn,sep,,28 y 29
3,10/14,mat,Desarrolla estrategias para el cálculo rápido de los productos de dígitos necesarios al resolver problemas u operaciones.,3,mat,santillana,,54 y 55,3,mat,detectives,,10 y 11,3,mat,sep,,18 a 22
3,10/14,lmb,Identifica e integra información relevante de diversas fuentes para informar acerca de un tema de interés de la comunidad.,3,lmb,santillana,,34 y 35,,,,,,3,esp,sep,,46 y 47
3,10/14,art,Compara piezas artísticas bidimensionales e identifica sus características.,3,art,santillana,,"164, 165, 306 y 307",,,,,,,,,,
3,10/14,ef,"Explora sus habilidades motrices al participar en situaciones que implican desplazamientos y manejo de diferentes objetos, para adaptarlas a las condiciones que se presentan.",3,ef,santillana,,156 y 157,,,,,,,,,,
3,10/15,mat,Desarrollo de estrategias para el cálculo rápido de los productos de dígitos necesarios al resolver problemas u operaciones.,3,mat,santillana,,54 y 55,3,mat,detectives,,10 y 11,3,mat,sep,,18 a 22
3,10/15,ing,Explora anuncios y avisos de espacios públicos.,,,,,,,,,,,,,,,
3,10/15,art,Compara piezas artísticas bidimensionales e identifica sus características.,3,art,santillana,,"164, 165, 306 y 307",,,,,,,,,,
3,10/15,es,Identifica cómo el pensamiento puede modificar el comportamiento que genera una emoción.,,,,,,3,es,socio,,14 y 15,,,,,
3,10/15,vs,"Practica hábitos de higiene y limpieza para mejorar el bienestar de personas, plantas y animales en el hogar, la escuela y comunidad.",3,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim3/rdvsset3e3-gen/index.html,138,,,,,,,,,,
