grade,date,subject,learn,book1_grade,book1_subject,book1_serie,book1_interactive,book1_pages,book2_grade,book2_subject,book2_serie,book2_interactive,book2_pages,book3_grade,book3_subject,book3_serie,book3_interactive,book3_pages
4,10/11,vs,"Incorpora en su refrigerio escolar frutas, verduras, cereales enteros e integrales, leguminosas, semillas y alimentos de origen animal, con base en una guía alimentaria.",2,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim2/rdvspat2e1-gen/index.html,388,,,,,,,,,,
4,10/11,fcye,"Valora que es una persona con dignidad, que ejerce sus derechos y promueve el respeto y aprecio a la identidad, la dignidad y los derechos de las demás personas.",4,fcye,santillana,,132 y 133,,,,,,4,fcye,sep,,20 a 27
4,10/11,es,Identifica sus errores en la resolución de un problema para evitar que sucedan de nuevo.,,,,,,3,es,socio,,50 y 51,,,,,
4,10/11,cn,Explica la forma en que la dieta y la vacunación fortalecen el sistema inmunológico.,4,cn,santillana,,80,,,,,,4,cn,sep,,28 a 31
4,10/11,art,"Comunica una idea por medio de la combinación de movimientos, espacio
 y tiempo.",2,art,santillana,,150 y 151,,,,,,,,,,
4,10/12,ef,"Combina distintas habilidades motrices en retos, individuales y cooperativos, con el fin de tomar decisiones y mejorar su actuación.",4,ef,santillana,,162 y 163,,,,,,,,,,
4,10/12,hist,"Investiga aspectos de la cultura y de la vida cotidiana del pasado, y valora su importancia.",,,,,,,,,,,4,hist,sep,,30 y 31
4,10/12,mat,"Resolución de problemas que impliquen particiones en tercios, quintos y sextos. Análisis de escrituras aditivas equivalentes y de fracciones mayores o menores que la unidad.",4,mat,santillana,,50 y 51,4,mat,detectives,,8,4,mat,sep,,19 a 21
4,10/12,lm,Usa recursos para mantener la cohesión y coherencia al escribir párrafos.,4,esp,santillana,,182 y 183,,,,,,4,esp,sep,,104 y 105
4,10/12,geo,Distingue las diferentes representaciones cartográficas.,4,geo,santillana,,96 y 97,,,,,,4,geo,sep,,23 a 27
4,10/13,ced,"Valora que es una persona con dignidad, que ejerce sus derechos y promueve el respeto y aprecio a la identidad, la dignidad y los derechos de las demás personas.",4,ced,santillana,,132 y 133,,,,,,4,fcye,sep,,25 a 27
4,10/13,mat,"Identificación de la regularidad en sucesiones compuestas con progresión aritmética, para encontrar términos faltantes o averiguar si un término pertenece o no a la sucesión.",4,mat,santillana,,53,4,mat,detectives,,10,4,mat,sep,,22 a 25
4,10/13,cn,Explica la forma en que la dieta y la vacunación fortalecen el sistema inmunológico.,4,cn,santillana,,80,,,,,,4,cn,sep,,28 a 31
4,10/13,hist,"Investiga aspectos de la cultura y de la vida cotidiana del pasado, y valora su importancia.",,,,,,,,,,,4,hist,sep,,30 y 31
4,10/13,lm,Localiza información específica a partir de la lectura de diversos textos sobre un tema I/III.,3,esp,santillana,,172 y 173,,,,,,3,esp,sep,,102
4,10/14,ef,"Combina distintas habilidades motrices en retos, individuales y cooperativos, con el fin de tomar decisiones y mejorar su actuación.",4,ef,santillana,,162 y 163,,,,,,,,,,
4,10/14,geo,"Valora la diversidad de paisajes en México a partir de sus componentes naturales, sociales, culturales, económicos y políticos.",4,geo,santillana,,98 y 99,,,,,,4,geo,sep,,31 a 35
4,10/14,mat,"Identificación de la regularidad en sucesiones compuestas con progresión aritmética, para encontrar términos faltantes o averiguar si un término pertenece o no a la sucesión.",4,mat,santillana,,53,4,mat,detectives,,10,4,mat,sep,,22 a 25
4,10/14,lm,Localiza información específica a partir de la lectura de diversos textos sobre un tema II/III.,3,lm,santillana,,172 y 173,,,,,,3,esp,sep,,102
4,10/14,ing,Explora anuncios y avisos de espacios públicos.,,,,,,,,,,,,,,,
4,10/15,vs,"Practica hábitos de higiene y limpieza para mejorar el bienestar de personas, plantas y animales en el hogar, la escuela y comunidad.",3,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim3/rdvspat3e3-gen/index.html,138,,,,,,,,,,
4,10/15,mat,"Identificación de la regularidad en sucesiones compuestas con progresión aritmética, para encontrar términos faltantes o averiguar si un término pertenece o no a la sucesión.",4,mat,santillana,,53,4,mat,detectives,,10,4,mat,sep,,22 a 25
4,10/15,lmb,Aprecia la estética del lenguaje y toma conciencia de sus efectos y estado emotivo.,,espb,santillana,,,,,,,,,,,,
4,10/15,art,"Comunica una idea por medio de la combinación de movimientos, espacio y tiempo.",2,art,santillana,,150 y 151,,,,,,,,,,
4,10/15,es,"Reconoce los pensamientos que generan y refuerzan las emociones de miedo, ira o frustración.",,,,,,3,es,socio,,52 y 53,,,,,
