grade,date,subject,learn,book1_grade,book1_subject,book1_serie,book1_interactive,book1_pages,book2_grade,book2_subject,book2_serie,book2_interactive,book2_pages,book3_grade,book3_subject,book3_serie,book3_interactive,book3_pages
6,11/17,mat,Elección de un código para comunicar la ubicación de objetos en una cuadrícula. Establecimiento de códigos comunes para ubicar objetos.,6,mat,santillana,,62 y 63,6,mat,detectives,,15,6,mat,sep,,26 a 30
6,11/17,esp,Conoce la función y estructura de los guiones de radio. Emplea el lenguaje de acuerdo con el tipo de audiencia.,6,esp,santillana,,38 y 39,,,,,,6,esp,sep,,33 a 38
6,11/18,ef,"Fortalece su imagen corporal al afrontar desafíos en el juego, la expresión corporal y la iniciación deportiva, para manifestar un mayor control de su motricidad.",6,ef,santillana,,320 y 321,,,,,,,,,,
6,11/18,mat,Cálculo de distancias reales a través de la medición aproximada de un punto a otro en un mapa.,6,mat,santillana,,64 y 65,6,mat,detectives,,16,6,mat,sep,,31 a 35
6,11/18,geo,"Analiza tendencias y retos del crecimiento, de la composición y la distribución de la población mundial.",6,geo,santillana,,250 y 251,,,,,,6,geo,sep,,79 a 85
6,11/18,espb,Inventa un texto narrativo conservando el propósito social del texto fuente.,,,,,,,,,,,,,,,
6,11/18,cn,"Argumenta en favor de la detección oportuna de cáncer de mama y las conductas sexuales responsables que inciden en su salud: prevención de embarazos e infecciones de transmisión sexual (ITS), como el virus de inmunodeficiencia humana (VIH).",6,cn,santillana,,92 y 93,,,,,,6,cn,sep,,36 a 43
6,11/19,vs,"Promueve acciones para reducir la propagación de enfermedades transmisibles, al identificar los factores de riesgo y protectores de la salud, en los entornos familiar, escolar y comunitario.",6,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim1/bgn4_t1/index.html,"142,  143 y 296",,,,,,,,,,
6,11/19,ing,Describe apariencia física propia.,,,santillana,,,,,,,,,,,,
6,11/19,mat,Cálculo de distancias reales a través de la medición aproximada de un punto a otro en un mapa.,6,mat,santillana,,64 y 65,6,mat,detectives,,16,6,mat,sep,,31 a 35
6,11/19,art,"Participa en la presentación de la pieza teatral seleccionada, frente a público.",6,art,santillana,,"174, 175, 322 y 323",,,,,,,,,,
6,11/19,es,Valora y toma una postura ante las acciones e ideas de los involucrados en situaciones de desacuerdo o conflicto.,,,,,,6,es,socio,,34 y 35,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
