grade,date,subject,learn,book1_grade,book1_subject,book1_serie,book1_interactive,book1_pages,book2_grade,book2_subject,book2_serie,book2_interactive,book2_pages,book3_grade,book3_subject,book3_serie,book3_interactive,book3_pages
6,11/29,vs,"Diseña menús para incrementar en su refrigerio escolar el consumo de agua simple potable, frutas, verduras, cereales enteros e integrales, leguminosas y pescado, con base en una guía alimentaria.",6,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim2/rdvspat2e1-gen/index.html,147,,,,,,,,,,
6,11/29,es,Muestra una actitud de cambio hacia el futuro que le permite superar las emociones aflictivas generadas por un conflicto presente.,,,,,,6,es,socio,,36 y 37,,,,,
6,11/29,esp,Identifica las características generales de los reportajes y su función para integrar información sobre un tema.,6,esp,santillana,,40,,,,,,6,esp,sep,,43 a 46
6,11/29,hist,"Identifica características de las ciudades-Estado, el origen del concepto ""democracia"" y la importancia de la civilización helenística en la difusión de la cultura.",6,hist,santillana,,126 y 127,,,,,,6,hist,sep,,42 a 45
6,11/29,geo,"Analiza tendencias y retos del crecimiento, la composición y la distribución de la población mundial.",6,geo,santillana,,250 y 251,,,,,,6,geo,sep,,79 y 85
6,11/30,ef,"Diseña estrategias al modificar los elementos básicos del juego en situaciones de iniciación deportiva, con la intención de adaptarse a los cambios en la lógica interna de cada una.",6,ef,santillana,,454 y 455,,,,,,,,,,
6,11/30,mat,Cálculo de distancias reales a través de la medición aproximada de un punto a otro en un mapa.,6,mat,santillana,,64 y 65,6,mat,detectives,,16,6,mat,sep,,31 a 35
6,11/30,cn,"Explica que los seres vivos y el medio natural han cambiado a través del tiempo, y la importancia de los fósiles en la reconstrucción de la vida en el pasado.",6,cn,santillana,,94 y 95,,,,,,6,cn,sep,,53 a 62
6,11/30,esp,Selecciona información relevante de diversas fuentes para elaborar un reportaje.,6,esp,santillana,,40 y 41,,,,,,6,esp,sep,,43 a 46
6,11/30,hist,"Identifica características de las ciudades-Estado, el origen del concepto ""democracia"" y la importancia de la civilización helenística en la difusión de la cultura.",6,hist,santillana,,126 y 127,,,,,,6,hist,sep,, 42 a 45
6,12/01,ced,"Valora el ejercicio de libertades de expresión, conciencia, asociación y respeta el ejercicio de las libertades de otras personas, en el marco del respeto a la dignidad y los derechos humanos.",6,ced,santillana,,140 y 141,,,,,,6,fcye,sep,,44 a 53
6,12/01,art,"Participa en la presentación de la pieza teatral seleccionada, frente a público.",6,art,santillana,,168 y 169,,,,,,,,,,
6,12/01,fcye,"Valora el ejercicio de libertades de expresión, conciencia, asociación y respeta el ejercicio de las libertades de otras personas, en el marco del respeto a la dignidad y los derechos humanos.",6,fcye,santillana,,138 y 139,,,,,,6,fcye,sep,,32 a 43
6,12/01,mat,"Cálculo del tanto por ciento de cantidades mediante diversos procedimientos (aplicación de la correspondencia ""por cada 100, n"", aplicación de una fracción común o decimal, uso de 10% como base).",6,mat,santillana,,68 y 69,6,mat,detectives,,17,6,mat,sep,,36 a 38
6,12/01,esp,"Comprende e interpreta reportajes. Emplea notas que sirvan de guía para la escritura de textos propios, refiriendo los datos de las fuentes consultadas.",6,esp,santillana,,40 y 41,,,,,,6,esp,sep,,43 a 46
6,12/02,ef,"Diseña estrategias al modificar los elementos básicos del juego en situaciones de iniciación deportiva, con la intención de adaptarse a los cambios en la lógica interna de cada una.",6,ef,santillana,,454 y 455,,,,,,,,,,
6,12/02,mat,"Cálculo del tanto por ciento de cantidades mediante diversos procedimientos (aplicación de la correspondencia ""por cada 100, n"", aplicación de una fracción común o decimal, uso de 10% como base). ",6,mat,santillana,,68 y 69,6,mat,detectives,,17,6,mat,sep,,36 a 38
6,12/02,geo,"Analiza tendencias y retos del crecimiento, de la composición y la distribución de la población mundial.",6,geo,santillana,,250 y 251,,,,,,6,geo,sep,,79 y 85
6,12/02,lmb,Desarrollar habilidades para integrar y sistematizar información.,,,,,,,,,,,,,,,
6,12/02,cn,"Explica que los seres vivos y el medio natural han cambiado a través del tiempo, y la importancia de los fósiles en la reconstrucción de la vida en el pasado.",6,cn,santillana,,94 y 95,,,,,,6,cn,sep,,53 a 62
6,12/03,vs,"Participa en la promoción de hábitos de higiene y limpieza para cuidar el medioambiente en el entorno familiar, escolar y comunitario.",6,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim3/rdvspat3e3-gen/index.html,297,,,,,,,,,,
6,12/03,ing,Comprende indicaciones para trasladarse de un lugar a otro.,,,,,,,,,,,,,,,
6,12/03,mat,"Cálculo del tanto por ciento de cantidades  mediante diversos procedimientos (aplicación de la correspondencia ""por cada 100, n"", aplicación de una fracción común o decimal, uso de 10% como base).",6,mat,santillana,,68 y 69,6,mat,detectives,,17,6,mat,sep,,36 a 38
6,12/03,art,Opina sobre el proceso y los resultados obtenidos ante público en relación con la presentación.,6,art,santillana,,168 y 169, ,,,, ,,,,,
6,12/03,es,"Sabe tomar decisiones concretas que beneficien a los demás, aunque no le beneficien directamente.",,,,,,6,es,socio,,18 y 19,,,,,
