grade,date,subject,learn,book1_grade,book1_subject,book1_serie,book1_interactive,book1_pages,book2_grade,book2_subject,book2_serie,book2_interactive,book2_pages,book3_grade,book3_subject,book3_serie,book3_interactive,book3_pages
4,11/29,vs,"Incorpora en su refrigerio escolar frutas, verduras, cereales enteros e integrales, leguminosas, semillas y alimentos de origen animal, con base en una guía alimentaria.",4,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim1/bgn2_t1/index.html,142,,,,,,,,,,
4,11/29,fcye,Reflexiona y dialoga acerca de los márgenes y límites de acciones en decisiones que impliquen un dilema.,4,fcye,santillana,,136 y 137,,,,,,4,fcye,sep,,38 a 47
4,11/29,es,Analiza los recursos que le permiten transformar los retos en oportunidades.,,,,,,4,es,socio,,52 y 53,,,,,
4,11/29,cn,"Explica la reproducción de las plantas por semillas, tallos, hojas, raíces y su interacción con otros seres vivos y el medio natural.",4,cn,santillana,,86 y 87,,,,,,4,cn,sep,,43 a 50
4,11/29,art,"Observa distintas manifestaciones artísticas plásticas y visuales de formato tridimensional, para reconocer sus semejanzas y diferencias.",4,art,santillana,,164 y 165,,,,,,,,,,
4,11/30,ef,"Propone acciones estratégicas en retos motores de cooperación y oposición, con el propósito de hacer fluida su actuación y la de sus compañeros.",4,ef,santillana,,314 y 315,,,,,,,,,,
4,11/30,hist,Distingue las características y reconoce los aportes de las culturas mesoamericanas y su relación con la naturaleza.,4,hist,santillana,,124 y 125,,,,,,4,hist,sep,,60 a 64
4,11/30,mat,Resolución de problemas vinculados al uso del reloj y del calendario.,4,mat,santillana,,64 y 65,4,mat,detectives,,17,4,mat,sep,,40 a 42
4,11/30,lm,Describe trayectos a partir de la información que aparece en los croquis.,,,,,,,,,,,,,,,
4,11/30,geo,"Distingue relaciones de los climas con la vegetación y la fauna silvestre, y la importancia de la biodiversidad en México.",4,geo,santillana,,106 y 107,,,,,,4,geo,sep,,61 a 68
4,12/01,ced,Reflexiona y dialoga acerca de los márgenes y límites de acciones en decisiones que impliquen un dilema.,4,ced,santillana,,136 y 137,,,,,,4,fcye,sep,,38 a 47
4,12/01,mat,Lectura de información explícita o implícita contenida en distintos portadores dirigidos a un público en particular.,4,mat,santillana,,66 y 67,4,mat,detectives,,18,4,mat,sep,,43 a 46
4,12/01,cn,"Explica la reproducción de las plantas por semillas, tallos, hojas, raíces y su interacción con otros seres vivos y el medio natural.",4,cn,santillana,,86 y 87,,,,,,4,cn,sep,,43 a 50
4,12/01,hist,Distingue las características y reconoce los aportes de las culturas mesoamericanas y su relación con la naturaleza.,4,hist,santillana,,126 y 127,,,,,,4,hist,sep,,65 a 69
4,12/01,lm,Interpreta y utiliza el vocabulario adecuado para dar indicaciones sobre lugares o trayectos.,,,,,,,,,,,,,,,
4,12/02,ef,"Propone acciones estratégicas en retos motores de cooperación y oposición, con el propósito de hacer fluida su actuación y la de sus compañeros.",4,ef,santillana,,314 y 315,,,,,,,,,,
4,12/02,geo,"Distingue relaciones de los climas con la vegetación y la fauna silvestre, y la importancia de la biodiversidad en México.",4,geo,santillana,,106 y 107,,,,,,4,geo,sep,,61 a 68
4,12/02,mat,Lectura de información explícita o implícita contenida en distintos portadores dirigidos a un público en particular.,4,mat,santillana,,66 y 67,4,mat,detectives,,18,4,mat,sep,,43 a 46
4,12/02,lm,Interpreta y utiliza el vocabulario adecuado para dar indicaciones sobre lugares o trayectos.,,,,,,,,,,,,,,,
4,12/02,ing,Escucha la fábula correspondiente a una secuencia ilustrada.,,,,,,,,,,,,,,,
4,12/03,vs,"Practica hábitos de higiene personal y limpieza para el cuidado de animales y plantas en el hogar, la escuela y comunidad.",4,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim3/rdvspbt3e3-gen/index.html,297,,,,,,,,,,
4,12/03,mat,Lectura de información explícita o implícita contenida en distintos portadores dirigidos a un público en particular.,4,mat,santillana,,66 y 67,4,mat,detectives,,18,4,mat,sep,,43 a 46
4,12/03,lmb,Lee diferentes textos informativos.,4,lm,santillana,,32 y 33,,,,,,4,esp,sep,,50 a 57
4,12/03,art,Organiza formas geométricas y orgánicas para expresar ideas y sentimientos.,4,art,santillana,,"170 y 171, 316 y 317",,,,,,,,,,
4,12/03,es,Investiga soluciones para mejorar algo de su entorno inmediato.,,,,,,4,es,socio,,36 y 37,,,,,
,,,,,,,,,,,,,,,,,,
