grade,date,subject,learn,book1_grade,book1_subject,book1_serie,book1_interactive,book1_pages,book2_grade,book2_subject,book2_serie,book2_interactive,book2_pages,book3_grade,book3_subject,book3_serie,book3_interactive,book3_pages
3,11/29,es,Toma el uso de la palabra respetando los turnos de participación y tiempos de espera en un ambiente de colaboración.,,,,,,3,es,socio,,24 y 25,,,,,
3,11/29,art,"Enlista diferentes sitios en donde se exponen obras artísticas bidimensionales en México, Latinoamérica y el mundo.",,,,,,,,,,,,,,,
3,11/29,cn,"Explica la importancia de manifestar sus
emociones y sentimientos ante situaciones de riesgo para prevenir la violencia escolar y el abuso sexual.",3,cn,santillana,, 96 y 97,,,,,,,,,,
3,11/29,lm,Conoce la función y las características gráficas de los folletos y los emplea como medio para informar a otros.,3,lm,santillana,, 330 y 331,,,,,,3,esp,sep,,199 a 204
3,11/29,vs,"Incorpora en su refrigerio escolar frutas, verduras, cereales enteros e integrales, leguminosas, semillas y alimentos de origen animal, con base en una guía alimentaria.",3,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim3/rdvspbt3e1-gen/index.html, 139,,,,,,,,,,
3,11/30,lm,"Conoce la función y las características
gráficas de los folletos y los emplea como medio para informar a otros.",3,lm,santillana,, 330 y 331,,,,,,3,esp,sep,,199 a 204
3,11/30,mat,"Representación e interpretación en tablas de doble entrada, o pictogramas de datos cuantitativos o cualitativos recolectados en el entorno.",3,mat,santillana,, 62 a 65,3,mat,detectives,,16 y 17,3,mat,sep,,36 a 40
3,11/30,fcye,"Reflexiona acerca de su capacidad para tomar decisiones libres con base en el respeto, aprecio y cuidado por la dignidad propia y de otras personas en situaciones escolares y comunitarias.",3,fcye,santillana,, 126 a 129,,,,,,3,fcye,sep,,40 a 47
3,11/30,cn,"Explica la importancia de manifestar sus
emociones y sentimientos ante situaciones de riesgo para prevenir la violencia escolar y el abuso sexual.",3,cn,santillana,, 96 y 97,,,,,,,,,,
3,11/30,ef,"Toma decisiones respecto a cómo ubicarse y actuar en distintos juegos, individuales y colectivos, con el fin de solucionar situaciones que se presentan en cada uno.",3,ef,santillana,, 304 y 305,,,,,,,,,,
3,12/01,mat,"Representación e interpretación en tablas de doble entrada, o pictogramas de datos cuantitativos o cualitativos recolectados en el entorno.",3,mat,santillana,, 62 a 65,3,mat,detectives,,16 y 17,3,mat,sep,,36 a 40
3,12/01,art,"Enlista diferentes sitios en donde se exponen obras artísticas bidimensionales en México, Latinoamérica y el mundo.",,art,santillana,,,,,,,,,,,,
3,12/01,cn,Identifica distintas formas de nutrición de plantas y animales y su relación con el medio natural.,3,cn,santillana,, 98 y 99,,,,,,3,cn,sep,,48 a 50
3,12/01,lm,Usa títulos y subtítulos para organizar y jerarquizar información.,3,lm,santillana,, 36 y 37,,,,,,3,esp,sep,,50 a 53
3,12/01,ced,"Reflexiona acerca de su capacidad para tomar decisiones libres con base en el respeto, aprecio y cuidado de la dignidad propia y de otras personas en situaciones escolares y comunitarias.",3,ced,santillana,, 126 a 129,,,,,,3,fcye,sep,,30 a 39
3,12/02,cn,Identifica distintas formas de nutrición de plantas y animales y su relación con el medio natural.,3,cn,santillana,, 102 y 103,,,,,,3,cn,sep,,52 a 54
3,12/02,mat,"Representación e interpretación en tablas de doble entrada, o pictogramas de datos cuantitativos o cualitativos recolectados en el entorno.",3,mat,santillana,, 62 a 65,"
16 y 17",mat,detectives,,16 y 17,3,mat,sep,,36 a 40
3,12/02,lmb,Relata experiencias personales.,,,,,,,,,,,,,,,
3,12/02,art,Reconoce al cine como una expresión de arte bidimensional.,3,art,santillana,," 16, 17, 158 y 159",,,,,,,,,,
3,12/02,ef,"Toma decisiones respecto a cómo ubicarse y actuar en distintos juegos, individuales y colectivos, con el fin
de solucionar situaciones que se presentan en cada uno.",3,ef,santillana,, 304 y 305,,,,,,,,,,
3,12/03,mat,"Representación e interpretación en tablas de doble entrada, o pictogramas de datos cuantitativos o cualitativos recolectados en el entorno.",3,mat,santillana,, 62 a 65,3,mat,detectives,,16 y 17,3,esp,sep,,36 a 40
3,12/03,ing,Intercambia expresiones para obtener lo que se necesita.,,,,,,,,,,,,,,,
3,12/03,art,Elige en colectivo el tema y las técnicas del trabajo artístico a presentar.,3,art,santillana,," 164, 165, 306 y 307",,,,,,,,,,
3,12/03,es,"Identifica que se puede aprender del error y la dificultad, y lo vive con optimismo.",,,,,,50 y 51,es,socio,,50 y 51,,,,,
3,12/03,vs,"Practica hábitos de higiene personal y limpieza para el cuidado de animales y plantas en el hogar, la escuela y comunidad.",3,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim3/rdvspbt3e3-gen/index.html, 137 y 138,,,,,,,,,,
