grade,date,subject,learn,book1_grade,book1_subject,book1_serie,book1_interactive,book1_pages,book2_grade,book2_subject,book2_serie,book2_interactive,book2_pages,book3_grade,book3_subject,book3_serie,book3_interactive,book3_pages
4,09/20,vs,"Colabora en acciones de higiene y limpieza en casa, escuela y comunidad para propiciar el bienestar común.",3,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim1/cgn4_t1/index.html,137,,,,,,,,,,
4,09/20,fcye,"Reconoce que es una persona valiosa, que merece cuidados y trato digno, y que tiene derecho a la protección de su información al igual que las demás personas.",4,fcye,santillana,,132 y 133,,,,,,4,fcye,sep,,25 a 27
4,09/20,es,Practica formas de expresión emocional para reducir el estado de tensión o de estrés generado por una emoción aflictiva.,,,,,,4,es,socio,,12 y 13,,,,,
4,09/20,cn,"Compara los alimentos que consume con los de cada grupo del Plato del Bien Comer, y su aporte nutrimental para mejorar su alimentación.",4,cn,santillana,,76 y 77,,,,,,,,,,
4,09/20,art,"Reconoce una variedad de sonidos musicales y de la naturaleza, e identifica su altura, duración e intensidad.",2,art,santillana,,292 y 293,,,,,,,,,,
4,09/21,ef,"Combina sus habilidades motrices al diversificar la ejecución de los patrones básicos de movimiento en situaciones de juego, con el fin de otorgarle intención a sus movimientos.",3,ef,santillana,,156  y 157,,,,,,,,,,
4,09/21,hist,"Ubica el proceso de poblamiento de América y el surgimiento de la agricultura utilizando siglo, milenio, a.C. y d.C.",4,hist,santillana,,112 y 113,,,,,,4,hist,sep,,24 y 25
4,09/21,mat,"Estima el resultado de sumar o restar cantidades de hasta cuatro cifras, a partir de descomposiciones, redondeo de los números, etcétera.",3,mat,santillana,,48 y 49,3,mat,detectives,,7,3,mat,sep,,10 a 14
4,09/21,lm,Conoce las características de un instructivo e interpreta la información que presenta.,3,esp,santillana,,166 y 167,,,,,,3,esp,sep,,83 a 87
4,09/21,geo,Identifica conceptos geográficos.,,,,,,,,,,,,,,,
4,09/22,ced,"

Reconoce que es una persona valiosa, que merece cuidados y trato digno, y que tiene derecho a la protección de su información al igual que las demás personas.",4,ced,santillana,,128 y 129,,,,,,4,fcye,sep,,118 y 119
4,09/22,mat,Notación desarrollada de números naturales y decimales. Valor posicional de las cifras de un número.,4,mat,santillana,,48 y 49,4,mat,detectives,,7,4,mat,sep,,13 y 14
4,09/22,cn,"Compara los alimentos que consume con los de cada grupo del Plato del Bien Comer, y su aporte nutrimental para mejorar su alimentación.",4,cn,santillana,,76 y 77,,,,,,,,,,
4,09/22,hist,Describe el origen y proceso del poblamiento de América y del actual territorio mexicano.,4,hist,santillana,,110 y 111,,,,,,4,hist,sep,,20 y 21
4,09/22,lm,"Formula preguntas para guiar la búsqueda de información e identifica aquella que es repetida, complementaria o irrelevante sobre un tema.",3,esp,santillana,,34 y 35,,,,,,3,esp,sep,,46 a 48
4,09/23,ef,"Combina distintas habilidades motrices en retos, individuales y cooperativos, con el fin de tomar decisiones y mejorar su actuación.",4,ef,santillana,,162 y 163,,,,,,,,,,
4,09/23,geo,"Reconoce en mapas la localización, la extensión y los límites territoriales de México.",4,geo,santillana,,92 y 93,,,,,,4,geo,sep,,11 a 15
4,09/23,mat,Notación desarrollada de números naturales y decimales. Valor posicional de las cifras de un número.,4,mat,santillana,,48 y 49,4,mat,detectives,,7,4,mat,sep,,13 y 14
4,09/23,lm,Identifica y usa recursos para mantener la cohesión y coherencia al escribir párrafos.,4,esp,santillana,,182 y 183,,,,,,4,esp,sep,,96 a 111
4,09/23,ing,Escucha expresiones vinculadas con expectativas.,,,,,,,,,,,,,,,
4,09/24,vs,"Realiza actividades físicas de manera cotidiana, con la intención de sentirse bien y cuidar su salud.",4,vs,santillana,,143,,,,,,,,,,
4,09/24,mat,Notación desarrollada de números naturales y decimales. Valor posicional de las cifras de un número.,4,mat,santillana,,48 y 49,4,mat,detectives,,7,4,mat,sep,,16 y 17
4,09/24,lmb,"Formula preguntas para guiar la búsqueda de información e identifica aquella que es repetida, complementaria o irrelevante sobre un tema.",,,,,,,,,,,,,,,
4,09/24,art,"Reconoce una variedad de sonidos musicales y de la naturaleza, e identifica su altura, duración e intensidad.",2,art,santillana,,292 y 293,,,,,,,,,,
4,09/24,es,Distingue entre emociones constructivas y aflictivas en diferentes contextos.,,,,,,4,es,socio,,10 y 11,,,,,
