grade,date,subject,learn,book1_grade,book1_subject,book1_serie,book1_interactive,book1_pages,book2_grade,book2_subject,book2_serie,book2_interactive,book2_pages,book3_grade,book3_subject,book3_serie,book3_interactive,book3_pages
5,12/13,art,"Crea una propuesta sencilla de texto literario, escenografía, vestuario, iluminación, utilería o dirección de escena.",5,art,santillana,,"186, 187, 328 y 329",,,,,,,,,,
5,12/13,es,Identifica el deseo de bienestar común para todos.,,,,,,5,es,socio,,34 y 35,,,,,
5,12/13,cn,Reconoce que la biodiversidad está conformada por la variedad de seres vivos y de ecosistemas.,5,cn,santillana,,100 y 101,,,,,,5,cn,sep,,51 a 55
5,12/13,geo,Compara la composición y distribución de la población en los continentes.,5,geo,santillana,,258 y 259,,,,,,5,geo,sep,,75 a 81
5,12/13,vs,Toma decisiones sobre su alimentación reconociendo impactos en el aprovechamiento de recursos naturales.,5,vs,vidasaludable,,311,,,,,,,,,,
5,12/14,mat,"Análisis del significado de la parte decimal en medidas de uso común; por ejemplo, 2.3 metros, 2.3 horas.",5,mat,santillana,,78 y 79,5,mat,detectives,,19,5,mat,sep,,54 a 57
5,12/14,cn,Identifica algunas especies endémicas del país y las consecuencias de su pérdida.,5,cn,santillana,,100 y 101,,,,,,5,cn,sep,,51 a 55
5,12/14,esp,Características de forma y contenido y función de las leyendas.,5,esp,santillana,,46 y 47,,,,,,5,esp,sep,,51 a 58
5,12/14,hist,Reconoce la soberanía y la democracia como valores de la herencia liberal.,5,hist,santillana,,136 y 137,,,,,,5,hist,sep,,62
5,12/14,ef,"Aplica el pensamiento estratégico en situaciones de juego e iniciación deportiva, para disfrutar de la confrontación lúdica.",5,ef,santillana,,462 y 463,,,,,,,,,,
5,12/15,geo,Compara la composición y distribución de la población en los continentes.,5,geo,santillana,,258 y 259,,,,,,5,geo,sep,,75 a 81
5,12/15,mat,"Análisis del significado de la parte decimal en medidas de uso común; por ejemplo, 2.3 metros, 2.3 horas.",5,mat,santillana,,78 y 79,5,mat,detectives,,19,5,mat,sep,,54 a 57
5,12/15,fcye,"Analiza las causas de la discriminación y la exclusión en la vida cotidiana, así como las consecuencias en personas o grupos susceptibles.",5,fcye,santillana,,288 y 289,,,,,,5,fcye,sep,,58 a 67
5,12/15,esp,Proceso de producción del texto.,5,esp,santillana,,"48, 50 y 51",,,,,,5,esp,sep,,59 a 61
5,12/15,ced,"Analiza las causas de la discriminación y la exclusión en la vida cotidiana, así como las consecuencias en personas o grupos susceptibles.",5,ced,santillana,,288 y 289,,,,,,5,fcye,sep,,58 a 67
5,12/16,mat,"Análisis del significado de la parte decimal en medidas de uso común; por ejemplo, 2.3 metros, 2.3 horas.",5,mat,santillana,,78 y 79,5,mat,detectives,,19,5,mat,sep,,54 a 57
5,12/16,hist,Reconoce la soberanía y la democracia como valores de la herencia liberal.,5,hist,santillana,,136 y 137,,,,,,5,hist,sep,,62
5,12/16,esp,Retoma elementos convencionales de la edición de libros.,5,esp,santillana,,48 y 49,,,,,,5,esp,sep,,57 a 59
5,12/16,art,"Crea una propuesta sencilla de texto literario, escenografía, vestuario, iluminación, utilería o dirección de escena.",5,art,santillana,,"186, 187, 328 y 329",,,,,,,,,,
5,12/16,ef,"Aplica el pensamiento estratégico en situaciones de juego e iniciación deportiva, para disfrutar de la confrontación lúdica.",5,ef,santillana,,462 y 463,,,,,,,,,,
5,12/17,lmb,Analizar las prácticas culturales de su pueblo originario.,,,,,,,,,,,,,,,
5,12/17,mat,Resolución de problemas que impliquen una división de números naturales con cociente decimal.,5,mat,santillana,,80 y 81,5,mat,detectives,,20,5,mat,sep,,58 a 60
5,12/17,ing,Describe el entorno inmediato como punto de referencia para desplazarse.,,,,,,,,,,,,,,,
5,12/17,es,Utiliza el diálogo interno y la reflexión metacognitiva para controlar la ansiedad.,,,,,,5,es,socio,,18 y 19,,,,,
5,12/17,vs,"Participa en la promoción de hábitos de higiene y limpieza para cuidar el medio ambiente, en el entorno familiar, escolar y comunitario.",5,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim3/rdvspat3e3-gen/index.html,445 y 446,,,,,,,,,,
