grade,date,subject,learn,book1_grade,book1_subject,book1_serie,book1_interactive,book1_pages,book2_grade,book2_subject,book2_serie,book2_interactive,book2_pages,book3_grade,book3_subject,book3_serie,book3_interactive,book3_pages
3,11/22,es,"Compara las semejanzas y diferencias propias y de otros: físicas, de personalidad, edad, género, gustos, ideas, costumbres, lugares de procedencia, situación socioeconómica.",,,,,,3,es,socio,,40 y 41,,,,,
3,11/22,art,"Clasifica obras artísticas de formato bidimensional a partir de su origen, época o estilo.",3,art,santillana,,"16, 17, 158 y 159",,,,,,,,,,
3,11/22,cn,Explica las medidas de higiene de los órganos sexuales externos para evitar infecciones.,3,cn,santillana,,94 y 95,,,,,,,,,,
3,11/22,lm,Identifica la utilidad del orden alfabético.,3,lm,santillana,,28 y 29,,,,,,3,esp,sep,,35 y 36
3,11/22,vs,"Toma decisiones respecto del consumo de alimentos procesados, con base a la información de los sellos y advertencias.",3,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim3/rdvspbt3e1-gen/index.html,139,,,,,,,,,,
3,11/23,lm,Infiere el significado de palabras desconocidas a partir de la información contextual de un texto.,,,,,,,,,,,,,,,
3,11/23,mat,"Representación e interpretación en tablas de doble entrada, o pictogramas de datos cuantitativos o cualitativos recolectados en el entorno.",3,mat,santillana,,62 a 65,3,mat,detectives,, 16 y 17,3,mat,sep,,36 a 40
3,11/23,fcye,"Reflexiona acerca de su capacidad para tomar decisiones libres con base en el respeto, aprecio y cuidado por la dignidad propia y de otras personas en situaciones escolares y comunitarias.",3,fcye,santillana,,126 a 129,,,,,,3,fcye,sep,,40 a 47
3,11/23,cn,Explica las medidas de higiene de los órganos sexuales externos para evitar infecciones.,3,cn,santillana,,94 y 95,,,,,,,,,,
3,11/23,ef,"Adapta sus acciones ante tareas y estímulos externos que implican cuantificar el tiempo de sus movimientos en el espacio, con el propósito de valorar lo que es capaz de hacer y canalizar el gusto por la actividad física.",3,ef,santillana,,156 y 157,,,,,,,,,,
3,11/24,mat,"Representación e interpretación en tablas de doble entrada, o pictogramas de datos cuantitativos o cualitativos recolectados en el entorno.",3,mat,santillana,,62 a 65,3,mat,detectives,, 16 y 17,3,mat,sep,,36 a 40
3,11/24,art,"Clasifica obras artísticas de formato bidimensional a partir de su origen, época o estilo.",3,art,santillana,,"16, 17, 158 y 159",,,,,,,,,,
3,11/24,cn,Explica las medidas de higiene de los órganos sexuales externos para evitar infecciones.,3,cn,santillana,,94 y 95,,,,,,,,,,
3,11/24,lm,Usa mayúsculas y abreviaturas en la escritura convencional de nombres y direcciones.,3,lm,santillana,,30 y 31,,,,,,3,esp,sep,,39
3,11/24,ced,"Reflexiona acerca de su capacidad para tomar decisiones libres son base en el respeto, aprecio y cuidado de la dignidad propia y de otras personas en situaciones escolares y comunitarias.",3,ced,santillana,,126 a 129,,,,,,3,fcye,sep,,30 a 39
3,11/25,cn,Explica la importancia de manifestar sus emociones y sentimientos ante situaciones de riesgo para prevenir la violencia escolar y el abuso sexual.,3,cn,santillana,,96 y 97,,,,,,,,,,
3,11/25,mat,"Representación e interpretación en tablas de doble entrada, o pictogramas de datos cuantitativos o cualitativos recolectados en el entorno.",3,mat,santillana,,62 a 65,3,mat,detectives,, 16 y 17,3,mat,sep,,36 a 40
3,11/25,lmb,Lee y escucha la lectura de poemas infantiles.,3,lmb,santillana,,40 a 45,,,,,,3,esp,sep,,"62, 63, 66 a 69, 71 y 72"
3,11/25,art,"Propone combinaciones de patrones y secuencias con objetos, formas y colores.",3,art,santillana,,"16, 17, 158 y 159, ",,,,,,,,,,
3,11/25,ef,"Adapta sus acciones ante tareas y estímulos externos que implican cuantificar el tiempo de sus movimientos en el espacio, con el propósito de valorar lo que es capaz de hacer y canalizar el gusto por la actividad física.",3,ef,santillana,,304 y 305,,,,,,,,,,
3,11/26,lm,Identifica la utilidad del orden alfabético.,3,lm,santillana,,28 y 29,,,,,,3,esp,sep,,35 y 36
3,11/26,lm,Separa palabras de manera convencional.,,,,,,,,,,,,,,,
3,11/26,lm,Identifica la utilidad del orden alfabético.,3,lm,santillana,,28 y 29,,,,,,3,esp,sep,,35 y 36
3,11/26,lm,Infiere el significado de palabras desconocidas a partir de la información contextual de un texto.,,,,,,,,,,,,,,,
3,11/26,vs,Relaciona los hábitos de higiene y limpieza con las condiciones del entorno que inciden en la prevención de enfermedades comunes en el lugar donde vive.,3,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim2/rdvspbt2e4-gen/index.html,280 y 281,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
