grade,date,subject,learn,book1_grade,book1_subject,book1_serie,book1_interactive,book1_pages,book2_grade,book2_subject,book2_serie,book2_interactive,book2_pages,book3_grade,book3_subject,book3_serie,book3_interactive,book3_pages
4,11/24,hist,Distingue las características y reconoce los aportes de las culturas mesoamericanas y su relación con la naturaleza.,4,hist,santillana,,124 a 127,,,,,,4,hist,sep,,60 a 69
4,11/24,lm,Describe trayectos a partir de la información que aparece en los croquis.,,,,,,,,,,,,,,,
4,11/25,ef,"Experimenta emociones y sentimientos al representar con su cuerpo situaciones e historias en retos motores y actividades de expresión, con la intención de fortalecer su imagen corporal.",4,ef,santillana,,162 y 163,,,,,,,,,,
4,11/25,geo,"Distingue relaciones de los climas con la vegetación y la fauna silvestre, y la importancia de la biodiversidad en México.",4,geo,santillana,,106 y 107,,,,,,4,geo,sep,,61 a 68
4,11/25,mat,Resolución de problemas vinculados al uso del reloj y del calendario.,4,mat,santillana,,64 y 65,4,mat,detectives,,17,4,mat,sep,,42
4,11/25,lm,"Identifica las siglas, las abreviaturas y los símbolos usados en los croquis.",,,,,,,,,,,,,,,
4,11/25,ing,Escucha breves descripciones de actividades de una celebración o fiesta con apoyo de imágenes.,,,,,,,,,,,,,,,
4,11/26,vs,Relaciona los hábitos de higiene y limpieza con las condiciones del entorno que inciden en la prevención de enfermedades comunes en el lugar donde vive.,4,vs,vidasaludable,https://packgoogle-pro.s3.amazonaws.com/vida-saludable/laguia_recursos/trim1/bgn3_t1/index.html,290 y 291,,,,,,,,,,
4,11/26,mat,Clasificación de triángulos con base en la medida de sus lados y ángulos. Identificación de cuadriláteros que se forman al unir dos triángulos.,4,mat,santillana,,62 y  63,4,mat,detectives,,16,4,mat,sep,,37
4,11/26,mat,Clasificación de triángulos con base en la medida de sus lados y ángulos. Identificación de cuadriláteros que se forman al unir dos triángulos.,4,mat,santillana,,60 y 61,4,mat,detectives,, 15,4,mat,sep,,38
4,11/26,mat,Clasificación de triángulos con base en la medida de sus lados y ángulos. Identificación de cuadriláteros que se forman al unir dos triángulos.,4,mat,santillana,,60 y 61,4,mat,detectives,, 15,4,mat,sep,,38
4,11/26,mat,Clasificación de triángulos con base en la medida de sus lados y ángulos. Identificación de cuadriláteros que se forman al unir dos triángulos.,4,mat,santillana,,62 y  63,4,mat,detectives,, 16,4,mat,sep,,39
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
